Type,FID,beta.sor,beta.sim,beta.sne,LSP,MAT,MAP,TA,PA,TSN,PSN,PCP,CWE,LSD,GMD,NVT,PDC,PSA
Tropical rain forest,239,0.328703704,0.264705882,0.063997821,170,17.89200811,1313.555556,3.225341452,112.3333333,508.7058619,87.38741564,0.261619422,0.00476014,0.850608788,0,13,0.060957143,0.829759767
Tropical rain forest,240,0.311335404,0.221246708,0.090088696,167,19.56238541,1343.333333,3.673496538,146.8888889,530.8911412,87.05555258,0.262498254,0.004752489,0.857947824,0,13,0.0552,0.832419739
subtropical evergreen broad-leaved forest,241,0.299468792,0.223693893,0.075774899,163,20.07397751,1393.5,3.240644217,204.6666667,547.7572323,85.46083706,0.262660431,0.004892688,0.858287472,0,13,0.052266667,0.825299725
subtropical evergreen broad-leaved forest,242,0.263049451,0.179663609,0.083385842,162,21.54798951,1434.555556,3.103545056,241,561.2306344,81.16734141,0.25499647,0.005008732,0.855480501,0,11,0.057066667,0.809930547
subtropical evergreen broad-leaved forest,243,0.248959778,0.177676538,0.071283241,158,21.33369443,1525.555556,2.889249987,204.6666667,591.395094,75.93502332,0.245650329,0.004978701,0.855287127,14992.23845,11,0.057622222,0.785051279
subtropical evergreen broad-leaved forest,244,0.251929825,0.175560712,0.076369113,158,21.22494329,1653.333333,2.558276653,172.6666667,621.9762259,70.66774287,0.234047737,0.004808685,0.855442438,33707.7091,10,0.057677778,0.752375815
subtropical evergreen broad-leaved forest,245,0.241077932,0.171042164,0.070035768,158,20.41788716,1734.833333,2.751220465,154.3333333,625.5765571,67.57093057,0.225601202,0.004683144,0.846010879,50968.31331,8,0.059122222,0.71164723
subtropical evergreen broad-leaved forest,246,0.262172285,0.173657718,0.088514567,151,21.19486233,1689.777778,2.861529006,132.6666667,639.4762502,65.53337057,0.208556902,0.004567151,0.848235159,67698.9765,7,0.058144444,0.650673755
subtropical evergreen broad-leaved forest,247,0.327007299,0.231666667,0.095340633,148,21.32614234,1448.333333,3.215031226,83.77777778,645.4300558,65.2418077,0.185008451,0.004504593,0.849727431,82920.63083,7,0.061855556,0.575292068
subtropical evergreen broad-leaved forest,248,0.332106038,0.259591837,0.072514202,147,21.18156774,1320,3.348234415,37.66666667,637.9960318,65.75522576,0.181452809,0.004448048,0.843218444,96284.95619,6,0.063377778,0.567023293
subtropical evergreen broad-leaved forest,249,0.316691505,0.228114478,0.088577027,144,20.6984999,1451.777778,3.031833278,99.66666667,623.7169331,65.27044441,0.193539458,0.00447253,0.836999167,107293.51,6,0.066488889,0.610103286
subtropical evergreen broad-leaved forest,250,0.285165257,0.209183673,0.075981584,144,21.37932411,1515.555556,3.045990811,40.11111111,627.3163032,65.80206717,0.211148837,0.004302341,0.829082391,119046.0908,6,0.064677778,0.722401117
subtropical evergreen broad-leaved forest,251,0.271336554,0.210296684,0.06103987,139,21.05914227,1544.833333,2.892475605,103.5,627.2694875,67.08837666,0.219774462,0.004028713,0.832301435,91078.40116,7,0.064788889,0.780321632
subtropical evergreen broad-leaved forest,252,0.257166948,0.210573477,0.046593471,131,21.11704857,1591.555556,3.117048555,161.4444444,615.7359858,67.18069537,0.241247132,0.003699721,0.834234218,60981.81083,8,0.063955556,0.804884722
subtropical evergreen broad-leaved forest,253,0.251089799,0.19944082,0.051648979,129,20.84143056,1672.777778,3.285875003,97.66666667,599.9256989,66.20391242,0.25068775,0.003560673,0.835738022,33489.31779,10,0.065511111,0.810981893
subtropical evergreen broad-leaved forest,254,0.241567912,0.183513248,0.058054664,125,20.916434,1706.166667,3.41643397,27.83333333,600.1278178,65.40234441,0.254719215,0.003573059,0.842343566,15907.33954,10,0.068822222,0.72998347
subtropical evergreen broad-leaved forest,255,0.268767377,0.165961945,0.102805432,121,21.1700463,1717.222222,3.836712943,125.6666667,599.8272792,64.85795741,0.246499629,0.00362599,0.838299938,9997.064616,10,0.0712,0.639222796
subtropical evergreen broad-leaved forest,256,0.255192878,0.157718121,0.097474758,115,21.63828591,1710.444444,3.860508151,310.4444444,595.5191353,65.54159517,0.246042906,0.003814491,0.831972652,12037.91848,10,0.062977778,0.540675831
subtropical evergreen broad-leaved forest,257,0.248407643,0.150060024,0.098347619,108,20.83725236,1766.444444,3.726141294,389.6666667,580.8519807,66.33265006,0.254086893,0.003836166,0.837211103,17799.16938,8,0.058866667,0.597423587
subtropical evergreen broad-leaved forest,258,0.258888889,0.12005277,0.138836118,105,21.04732988,1821.333333,4.21399653,335.8333333,577.5044493,67.22803782,0.269137395,0.00359802,0.838316449,24042.71242,8,0.059311111,0.681475943
subtropical evergreen broad-leaved forest,259,0.245098039,0.10982659,0.13527145,96,21.36683325,1853.888889,4.144611041,274.1111111,572.9044335,68.10741416,0.274222016,0.003075206,0.842128914,27353.87796,8,0.072111111,0.786365437
subtropical evergreen broad-leaved forest,260,0.253576073,0.123664122,0.129911951,87,20.5874734,1800.333333,4.476362281,289.5555556,554.5964145,64.71044442,0.267510411,0.002681771,0.841454653,31566.74926,7,0.077144444,0.775046185
subtropical evergreen broad-leaved forest,261,0.250692521,0.13022508,0.12046744,78,20.46803645,1709.166667,4.63470308,272.5,551.6155158,62.30349492,0.259919592,0.00255039,0.839562948,38937.73749,7,0.077033333,0.754749867
subtropical evergreen broad-leaved forest,262,0.275613276,0.113074205,0.162539071,76,20.68451496,1636.666667,4.795626111,218.7777778,547.649694,62.1016745,0.252233633,0.002519774,0.841179414,44462.70852,9,0.065422222,0.684730392
subtropical evergreen broad-leaved forest,263,0.23524069,0.098501071,0.13673962,72,21.37017822,1567.555556,4.592400445,139.5555556,557.6930283,63.38673155,0.2462087,0.002434592,0.844017829,35977.18602,9,0.0527375,0.626204518
subtropical evergreen broad-leaved forest,264,0.203910615,0.077669903,0.126240712,67,21.30480867,1513.4,4.504808617,100.8,557.1568658,64.90119822,0.237691141,0.002318296,0.847121778,6809.868649,8,0.049933333,0.632033397
subtropical evergreen broad-leaved forest,269,0.1352657,0.011049724,0.124215977,51,22.61474507,1757,5.059189426,270.1111111,428.6902298,92.51049969,0.378813937,0.027679214,0.856220095,0,9,0.04076,0.312143265
subtropical evergreen broad-leaved forest,270,0.175572519,0.035714286,0.139858233,52,14.12868173,2770.777778,4.350903961,284.4444444,379.4927117,73.17392165,0.398533032,0.028612659,0.857256511,0,11,0.032975,0.468617401
subtropical evergreen broad-leaved forest,271,0.085388994,0.039840637,0.045548357,52,17.77338775,2516.5,4.273387829,182.8333333,381.4339553,56.6301377,0.414219804,0.029047668,0.86324394,0,10,0.043966667,0.620244414
Tropical rain forest,276,0.227373068,0.180327869,0.0470452,115,18.20274404,1383.285714,5.631315436,77.85714286,406.1914813,88.8870114,0.199375131,0.007261935,0.843513199,1077.051966,12,0.0881,0.720479952
subtropical evergreen broad-leaved forest,277,0.297918949,0.244103774,0.053815175,117,18.61782819,1289.5,5.784494877,50.5,393.7069636,87.91408936,0.194817996,0.00700468,0.841022631,0,13,0.0871,0.70042273
subtropical evergreen broad-leaved forest,278,0.308876812,0.22851365,0.080363161,122,17.2788889,1195.333333,5.056666692,51.66666667,400.842531,85.96931066,0.185027275,0.006695955,0.832469872,4200.116727,13,0.088211111,0.683502691
subtropical evergreen broad-leaved forest,279,0.321702128,0.224708171,0.096993956,126,16.78497224,1123.444444,4.562750022,60.44444444,407.4876865,84.8430738,0.19271033,0.006413065,0.827632243,23952.39836,10,0.090911111,0.705822135
subtropical evergreen broad-leaved forest,280,0.307883817,0.210974456,0.096909361,131,17.66699654,1097.5,4.333663225,22.5,402.2424303,85.22903604,0.205897362,0.006210036,0.830752906,41767.5983,9,0.097388889,0.72972879
subtropical evergreen broad-leaved forest,281,0.286310518,0.183381089,0.102929429,134,17.73432524,1079.111111,3.956547472,27.44444444,408.2061635,84.83894067,0.2194314,0.006015426,0.837516978,55802.55726,10,0.104444444,0.749064815
subtropical evergreen broad-leaved forest,282,0.314859438,0.166992188,0.14786725,137,18.07302546,1086.777778,3.073025492,107.3333333,422.1512018,82.8909325,0.220235214,0.005949583,0.83942619,64331.03585,10,0.1088,0.751814199
subtropical evergreen broad-leaved forest,283,0.331757289,0.154536391,0.177220898,138,17.31889928,1005,2.818899314,32.5,424.0547314,84.59665335,0.219440234,0.005896565,0.840324476,68114.86844,10,0.112544444,0.712127301
subtropical evergreen broad-leaved forest,284,0.363774734,0.173095945,0.190678789,140,16.09740974,970.5555556,2.430743059,16.44444444,440.5245239,84.22257617,0.221134373,0.005874171,0.843342086,67567.54569,8,0.114133333,0.641201361
subtropical evergreen broad-leaved forest,285,0.370014771,0.159605911,0.21040886,145,16.15842247,963.5555556,2.380644719,27.55555556,442.6412767,84.8968063,0.227299249,0.00609732,0.8436599,62436.59295,6,0.1129,0.579854158
subtropical evergreen broad-leaved forest,286,0.384073291,0.182413471,0.201659821,149,16.721522,977.4444444,2.499299765,93.66666667,444.7450363,85.18858784,0.233151541,0.006279296,0.847319636,58247.84171,7,0.109544444,0.570577826
subtropical evergreen broad-leaved forest,287,0.380222841,0.219298246,0.160924596,149,15.29371354,1084.166667,2.960380197,135.5,465.1667272,83.54446019,0.245056045,0.006075978,0.849224543,54997.82509,7,0.106755556,0.596887877
subtropical evergreen broad-leaved forest,288,0.383599722,0.248941575,0.134658147,157,15.96918405,1125.555556,2.969184107,179.7777778,478.5249282,82.37375466,0.260782733,0.005507482,0.844033869,52442.92557,7,0.100255556,0.635134877
subtropical evergreen broad-leaved forest,289,0.415364583,0.312404288,0.102960295,164,16.50549419,1139.111111,2.949938615,144.8888889,497.7748156,81.16430896,0.265139033,0.00488929,0.845809084,50374.99818,9,0.092588889,0.70257081
subtropical evergreen broad-leaved forest,290,0.411951685,0.323335772,0.088615913,176,17.48241493,1143,2.982414961,92.83333333,520.6544289,81.95474083,0.25871982,0.004639109,0.843844225,47746.06815,10,0.082333333,0.770292577
subtropical evergreen broad-leaved forest,291,0.363095238,0.296052632,0.067042607,175,18.85637613,1208.777778,2.745265034,127.1111111,541.7859281,87.56678649,0.254592419,0.00442363,0.846181578,43556.01902,13,0.0742,0.834629659
subtropical evergreen broad-leaved forest,292,0.350095481,0.23862789,0.111467591,175,20.43940973,1254,2.661631955,216.1111111,553.6992629,86.59867372,0.252776445,0.004458452,0.849283176,40438.92006,13,0.069566667,0.870867003
subtropical evergreen broad-leaved forest,293,0.321003135,0.233002833,0.088000302,169,20.51742187,1305.666667,2.517421881,259,564.9514731,83.44006166,0.255225332,0.004644038,0.847462974,40922.66183,13,0.066911111,0.870802342
subtropical evergreen broad-leaved forest,294,0.257575758,0.205778717,0.05179704,168,19.9379664,1378.555556,2.382410818,238.4444444,590.3907951,79.69349133,0.250849729,0.004821673,0.844033661,47400.05686,11,0.067688889,0.863303763
subtropical evergreen broad-leaved forest,295,0.24497992,0.201133144,0.043846775,169,20.1410764,1474,2.363298628,201,614.9034443,75.01409629,0.23956371,0.004858119,0.839004458,61027.84214,11,0.066911111,0.847636489
subtropical evergreen broad-leaved forest,296,0.26252505,0.191800878,0.070724172,167,19.57134836,1585.888889,2.349126154,166.1111111,640.5890823,71.03036665,0.234740229,0.004687421,0.83616804,79047.81119,9,0.066766667,0.846443506
subtropical evergreen broad-leaved forest,297,0.272852234,0.177933178,0.094919056,166,19.85030038,1648.166667,2.683633725,163.1666667,652.3940225,67.89798916,0.219724456,0.004503462,0.834896238,97257.397,8,0.066977778,0.791349555
subtropical evergreen broad-leaved forest,298,0.285404624,0.191332788,0.094071836,159,20.03468166,1644,2.812459416,179.1111111,659.4597388,66.18604628,0.197989192,0.004242904,0.840039767,114074.7425,7,0.066111111,0.693976362
subtropical evergreen broad-leaved forest,299,0.307805596,0.221854305,0.085951292,152,20.55628127,1549.888889,2.889614582,190.6666667,668.3827031,65.79841408,0.181107943,0.00408755,0.844135821,130125.7887,7,0.070666667,0.594359479
subtropical evergreen broad-leaved forest,300,0.28831563,0.211764706,0.076550924,148,20.75365625,1508,3.086989562,131.5,667.1284822,66.3268716,0.183436495,0.004086694,0.843207093,144071.7136,6,0.073666667,0.632866243
subtropical evergreen broad-leaved forest,301,0.270290965,0.201842546,0.068448419,146,18.80101154,1612,3.467678229,123.5555556,647.0142269,65.90228787,0.196572797,0.004182367,0.835978372,155712.324,6,0.079211111,0.667547824
subtropical evergreen broad-leaved forest,302,0.275966641,0.224837662,0.051128979,148,19.45728123,1606.333333,3.012836774,64.11111111,668.0762552,64.87910497,0.209676635,0.004064195,0.821303799,158341.9026,6,0.078888889,0.744495548
subtropical evergreen broad-leaved forest,303,0.288357749,0.230833333,0.057524415,144,19.49861801,1543.666667,2.998618046,46.66666667,668.8069021,65.7354961,0.20986792,0.00377443,0.816696534,128552.0464,9,0.079544444,0.726842476
subtropical evergreen broad-leaved forest,304,0.273828756,0.230308219,0.043520537,139,19.35051852,1571.111111,3.461629603,76.22222222,659.3835841,64.96241314,0.223099116,0.003463369,0.81410134,100127.1894,10,0.0798,0.737155863
subtropical evergreen broad-leaved forest,305,0.268656716,0.215302491,0.053354225,135,19.81839584,1615.777778,3.373951409,43.66666667,641.8388787,63.71314707,0.231726778,0.003406309,0.815851026,77908.43251,10,0.081366667,0.785345627
subtropical evergreen broad-leaved forest,306,0.261392949,0.177203065,0.084189884,131,19.26622911,1661.833333,3.599562446,27.83333333,633.6655843,64.04003544,0.233559097,0.003473738,0.824417107,64437.49486,10,0.083633333,0.799989472
subtropical evergreen broad-leaved forest,307,0.268683274,0.151702786,0.116980488,128,19.64817353,1695,3.759284655,116.2222222,639.3554526,64.83719953,0.225525801,0.003560258,0.827085092,59730.14891,10,0.083811111,0.819856114
subtropical evergreen broad-leaved forest,308,0.236097561,0.090592334,0.145505226,119,20.59100235,1739.444444,3.702113443,248.8888889,632.7656316,66.68703286,0.225406713,0.003645559,0.832777413,61562.45639,10,0.080244444,0.761957319
subtropical evergreen broad-leaved forest,309,0.250254323,0.102314251,0.147940073,116,20.31939937,1766.888889,3.874954912,352.6666667,618.2604569,66.91284177,0.233966507,0.003583633,0.829874443,67047.76965,10,0.076544444,0.804171109
subtropical evergreen broad-leaved forest,310,0.289583333,0.135614702,0.153968631,106,19.31097047,1832.5,3.644303759,305.8333333,604.5457858,66.63779814,0.250023464,0.003264421,0.836583533,73411.66137,8,0.077277778,0.830322814
subtropical evergreen broad-leaved forest,311,0.264260768,0.118549512,0.145711256,98,20.15762615,1827.444444,3.93540393,251,599.3219349,66.32507412,0.25292937,0.002824116,0.840118368,77092.25633,8,0.083755556,0.882538461
subtropical evergreen broad-leaved forest,312,0.227034121,0.138888889,0.088145232,90,20.68238201,1753.222222,4.349048667,227.3333333,595.8998321,62.56476025,0.244033338,0.002482018,0.830769502,80831.88099,8,0.0913,0.865951984
subtropical evergreen broad-leaved forest,313,0.233695652,0.141552511,0.092143141,82,20.80298436,1675,4.469650984,214.1666667,587.7057213,59.82348589,0.235207681,0.002453332,0.828003891,88009.19753,8,0.090888889,0.863829057
subtropical evergreen broad-leaved forest,314,0.242209632,0.146730463,0.095479169,80,20.90998036,1589.444444,4.465535853,200,581.9776566,58.5891491,0.232845792,0.00246711,0.828857449,94134.79679,8,0.082233333,0.843142105
subtropical evergreen broad-leaved forest,315,0.221198157,0.112084063,0.109114094,76,20.04135302,1561.888889,4.263575262,214.4444444,568.1103402,59.90797683,0.23290076,0.00242175,0.833715396,70973.71315,8,0.064177778,0.769800726
subtropical evergreen broad-leaved forest,316,0.218604651,0.088937093,0.129667558,71,20.04636453,1498.166667,4.713031212,213.3333333,566.2298083,61.36564537,0.227398738,0.002346004,0.834245041,34907.01515,8,0.0612375,0.768013689
subtropical evergreen broad-leaved forest,317,0.35881104,0.076452599,0.282358441,67,19.98576055,1412.222222,4.874649419,184.2222222,557.7037138,62.57698557,0.209525207,0.002271215,0.838144417,0,9,0.054371429,0.68559901
subtropical evergreen broad-leaved forest,318,0.305322129,0.046153846,0.259168283,61,20.93019902,1197.833333,4.930198987,172.1666667,582.7236601,61.80077144,0.198827239,0.002182437,0.846543727,0,8,0.063125,0.714255766
subtropical evergreen broad-leaved forest,321,0.129518072,0.023648649,0.105869424,52,18.30140275,2441.444444,4.9680695,151.2222222,411.8021769,74.63499697,0.395660281,0.027207425,0.863237862,0,14,0.039557143,0.47191868
subtropical evergreen broad-leaved forest,322,0.080495356,0.045016077,0.035479279,52,11.8235903,3150.333333,4.156923572,159.5,422.9103443,51.28037745,0.40732541,0.027313479,0.865790059,0,13,0.039557143,0.539857463
Tropical rain forest,325,0.152688172,0.087962963,0.064725209,80,18.06078645,1630.75,5.310786366,138.5,427.6554564,90.26745955,0.268190232,0.007272688,0.862898189,0,9,0.07145,0.651241484
Tropical rain forest,326,0.290129611,0.114427861,0.17570175,99,19.25638195,1550,5.423048576,98.5,435.6822067,92.88720576,0.242451286,0.007402357,0.837879752,0,11,0.083533333,0.695071214
Tropical rain forest,327,0.366666667,0.245033113,0.121633554,110,16.87045835,1296,5.370458444,82.5,420.218356,84.43026925,0.207366581,0.007093935,0.832606219,2559.887086,12,0.0982625,0.720318072
subtropical evergreen broad-leaved forest,328,0.365965233,0.263549416,0.102415818,112,18.57136715,1195.25,5.571367264,47.5,415.5812973,84.95014986,0.190553582,0.006635776,0.83202094,25061.29127,12,0.102766667,0.729242083
subtropical evergreen broad-leaved forest,329,0.346691519,0.210585586,0.136105934,116,17.32592012,1075.333333,4.992586851,68.83333333,420.785517,81.83235817,0.173275866,0.006026906,0.825610534,47850.22009,11,0.105622222,0.7161609
subtropical evergreen broad-leaved forest,330,0.354441513,0.196936543,0.15750497,119,17.37440797,1028.833333,4.541074713,50.5,414.0002881,81.86325938,0.175529896,0.005753666,0.824189471,69199.36812,12,0.107811111,0.735335683
subtropical evergreen broad-leaved forest,331,0.335355286,0.182302772,0.153052514,119,16.21027348,996.75,3.710273385,50.5,421.5651559,81.61265696,0.184177078,0.005646242,0.828891335,87791.04585,11,0.112777778,0.753404375
